0.01, 0.5022907309982205, 0.004491487327569119, -0.025503994404352998
0.02, 0.502105291894202, 0.009459993872064639, -0.02554600348461515
0.03, 0.5019687926114395, 0.014402040420844012, -0.025627064651417255
0.04, 0.5018805640132598, 0.019314301632775706, -0.025746642493061103
0.05, 0.5018399094576251, 0.024193509277667537, -0.02590417948360481
0.06, 0.5018461056021283, 0.029036455371708285, -0.026099096591166354
0.07, 0.5018984032336153, 0.03383999520384767, -0.026330793907100827
0.08, 0.5019960281211158, 0.03860105024939064, -0.026598651294997208
0.09, 0.5021381818907478, 0.04331661096735068, -0.026902029058421352
0.1, 0.5023240429212357, 0.04798373947838202, -0.02724026862631337
0.11, 0.5025527672586592, 0.05259957212038961, -0.02761269325493276
0.12, 0.5028234895490387, 0.057161321879199825, -0.02801860874523129
0.13, 0.5031353239873471, 0.06166628069196098, -0.02845730417452303
0.14, 0.5034873652815267, 0.06611182162123114, -0.0289280526413124
0.15, 0.5038786896300845, 0.07049540089799919, -0.029430112022135236
0.16, 0.5043083557118311, 0.07481455983217403, -0.029962725739263875
0.17, 0.504775405686331, 0.07906692658936411, -0.03052512353812596
0.18, 0.5052788662036307, 0.08325021783305432, -0.031116522273287484
0.19, 0.5058177494218348, 0.08736224023156966, -0.03173612670185342
0.2, 0.5063910540311072, 0.09140089182949224, -0.03238313028314476
0.21, 0.5069977662826853, 0.095364163283472, -0.03305671598351788
0.22, 0.5076368610215061, 0.09925013896263774, -0.03375605708520174
0.23, 0.5083073027210573, 0.10305699791407628, -0.0344803179980398
0.24, 0.5090080465190835, 0.10678301469410079, -0.03522865507303666
0.25, 0.5097380392527986, 0.11042656006627473, -0.03600021741662522
0.26, 0.5104962204922747, 0.11398610156739478, -0.03679414770458648
0.27, 0.5112815235707044, 0.11746020394286409, -0.037609582994573405
0.28, 0.5120928766102553, 0.12084752945310509, -0.03844565553621024
0.29, 0.5129292035422667, 0.12414683805286973, -0.0393014935777607
0.3, 0.5137894251205689, 0.1273569874455023, -0.04017622216838179
0.31, 0.5146724599267307, 0.13047693301439728, -0.04106896395500456
0.32, 0.5155772253660789, 0.13350572763407026, -0.041978839972908966
0.33, 0.5165026386533695, 0.1364425213634249, -0.042904970429087315
0.34, 0.5174476177870169, 0.13928656102395248, -0.04384647547751847
